DURATION_S,V_START,V_END,V_MIN,V_MAX,V_MEAN,V_DROP,VOLTAGE_SLOPE,V_STD,V_SKEW,I_MEAN,I_MIN,I_MAX,T_START,T_END,T_MIN,T_MAX,T_MEAN,TEMP_RISE,TEMP_RISE_RATE,TEMP_STD,DC_IR,ENERGY_WH,Target_SoH,Target_RUL
10359.09,12.515,9.096,8.975,12.515,10.805,3.419,0.00033,1.026,0.49,0.717,0.59,0.98,22.1,27.9,22.1,28.1,25.0,5.99,0.000578,0.726,0.0617,37.37,92.93,667
12574.82,12.509,9.19,9.067,12.509,10.849,3.32,0.000264,1.114,0.066,0.649,0.548,0.76,22.8,28.8,22.8,29.0,25.8,6.25,0.000497,1.358,0.0615,36.6,92.91,666
13055.74,12.589,9.238,9.137,12.589,10.913,3.351,0.000257,1.172,-0.186,0.739,0.547,0.854,23.0,28.2,23.0,28.2,25.6,5.16,0.000395,1.461,0.0666,37.83,93.76,665
10244.71,12.516,9.12,8.982,12.516,10.818,3.396,0.000331,1.195,0.224,0.681,0.491,0.859,22.1,28.4,22.1,28.4,25.2,6.34,0.000619,1.001,0.0637,36.88,92.49,664
11222.06,12.577,9.477,9.36,12.577,11.027,3.099,0.000276,0.942,0.441,0.767,0.664,1.021,22.3,29.4,22.3,29.6,25.8,7.35,0.000655,0.932,0.0654,36.44,93.31,663
12686.59,12.571,9.041,8.937,12.571,10.806,3.53,0.000278,0.802,-0.192,0.766,0.602,1.008,22.5,27.6,22.5,27.7,25.0,5.19,0.000409,0.86,0.063,37.71,92.79,662
11903.44,12.541,9.013,8.897,12.541,10.777,3.528,0.000296,0.955,-0.415,0.78,0.621,0.899,22.3,28.3,22.3,28.4,25.3,6.17,0.000518,1.401,0.0669,37.42,93.02,661
11458.01,12.514,9.151,9.03,12.514,10.832,3.363,0.000294,0.901,-0.253,0.717,0.573,0.829,22.0,27.9,22.0,27.9,24.9,5.91,0.000516,1.125,0.0629,37.38,94.14,660
13174.57,12.533,9.31,9.172,12.533,10.922,3.223,0.000245,0.854,-0.179,0.757,0.623,0.922,22.9,27.6,22.9,28.1,25.2,5.19,0.000394,1.447,0.0654,37.4,92.68,659
11023.56,12.569,9.246,9.117,12.569,10.907,3.324,0.000302,1.026,0.092,0.701,0.563,0.849,22.7,27.9,22.7,27.9,25.3,5.23,0.000474,1.046,0.068,38.5,93.03,658
12360.49,12.544,9.146,9.014,12.544,10.845,3.398,0.000275,0.897,0.159,0.714,0.534,0.978,22.0,28.0,22.0,28.3,25.0,6.28,0.000508,1.215,0.0642,37.57,92.59,657
11367.24,12.551,9.46,9.328,12.551,11.005,3.09,0.000272,1.055,-0.415,0.727,0.548,0.935,21.8,28.3,21.8,28.6,25.1,6.75,0.000594,1.269,0.0658,37.71,92.85,656
13264.44,12.568,9.2,9.065,12.568,10.884,3.368,0.000254,1.008,0.081,0.718,0.575,1.011,22.9,28.6,22.9,28.8,25.7,5.96,0.000449,1.075,0.0652,36.91,92.49,655
11622.6,12.534,9.012,8.908,12.534,10.773,3.522,0.000303,0.925,-0.045,0.664,0.468,0.847,23.4,29.9,23.4,29.9,26.6,6.55,0.000564,0.707,0.0676,36.99,92.23,654
11002.35,12.53,9.405,9.3,12.53,10.968,3.125,0.000284,0.898,-0.326,0.759,0.594,1.029,22.4,27.8,22.4,28.3,25.1,5.93,0.000539,0.66,0.0673,36.12,92.08,653
10481.21,12.564,9.216,9.117,12.564,10.89,3.348,0.000319,0.882,0.252,0.781,0.661,1.003,22.1,27.5,22.1,27.9,24.8,5.8,0.000553,1.309,0.0653,36.63,91.43,652
11107.14,12.546,9.131,8.989,12.546,10.838,3.415,0.000307,0.939,0.346,0.707,0.543,0.912,21.9,27.3,21.9,27.6,24.6,5.64,0.000507,1.117,0.0677,37.33,92.76,651
10306.1,12.513,9.059,8.946,12.513,10.786,3.454,0.000335,0.953,-0.314,0.796,0.627,0.933,22.0,27.7,22.0,27.8,24.8,5.78,0.000561,1.136,0.0646,36.92,92.81,650
11582.76,12.514,9.157,9.037,12.514,10.836,3.357,0.00029,1.186,0.005,0.73,0.594,0.841,22.8,28.6,22.8,29.0,25.7,6.19,0.000534,0.995,0.065,37.52,92.2,649
10231.25,12.503,9.381,9.268,12.503,10.942,3.123,0.000305,1.106,0.05,0.681,0.527,0.836,22.8,29.0,22.8,29.4,25.9,6.63,0.000648,0.613,0.0659,37.19,92.19,648
12798.21,12.504,9.359,9.231,12.504,10.932,3.145,0.000246,1.2,-0.05,0.687,0.577,0.985,22.9,28.0,22.9,28.1,25.4,5.21,0.000407,0.849,0.0702,37.41,93.0,647
10781.23,12.581,9.294,9.178,12.581,10.938,3.287,0.000305,0.883,-0.441,0.727,0.563,0.969,22.6,28.7,22.6,28.8,25.7,6.15,0.00057,0.851,0.0661,37.87,92.52,646
10909.58,12.527,9.429,9.278,12.527,10.978,3.098,0.000284,1.197,0.367,0.8,0.69,1.036,23.4,29.0,23.4,29.4,26.2,6.08,0.000557,0.627,0.0707,36.5,92.13,645
12519.28,12.568,9.245,9.117,12.568,10.906,3.323,0.000265,0.837,0.016,0.639,0.497,0.793,21.8,27.9,21.8,28.3,24.8,6.49,0.000518,0.778,0.0673,36.76,92.45,644
10008.18,12.577,9.366,9.23,12.577,10.972,3.211,0.000321,0.887,-0.07,0.716,0.55,0.908,22.4,28.4,22.4,28.6,25.4,6.26,0.000626,0.712,0.0678,37.46,92.59,643
11809.9,12.549,9.172,9.035,12.549,10.86,3.377,0.000286,1.143,-0.059,0.786,0.676,0.896,22.6,27.9,22.6,28.0,25.3,5.39,0.000456,0.501,0.0724,36.45,91.99,642
12138.01,12.516,9.466,9.353,12.516,10.991,3.05,0.000251,0.959,-0.194,0.705,0.58,0.936,21.8,28.4,21.8,28.5,25.1,6.75,0.000556,1.199,0.0685,36.85,92.37,641
11524.27,12.513,9.113,8.977,12.513,10.813,3.4,0.000295,0.853,-0.429,0.728,0.558,0.83,23.1,27.7,23.1,27.9,25.4,4.75,0.000412,0.883,0.0719,36.82,92.07,640
10381.36,12.577,9.377,9.27,12.577,10.977,3.201,0.000308,0.976,0.222,0.825,0.711,1.124,22.4,28.3,22.4,28.7,25.4,6.23,0.0006,1.128,0.0682,36.37,91.92,639
10245.24,12.51,9.376,9.245,12.51,10.943,3.134,0.000306,0.834,0.053,0.639,0.442,0.815,22.4,28.6,22.4,28.7,25.5,6.32,0.000617,1.1,0.071,36.49,92.2,638
12007.63,12.53,9.259,9.134,12.53,10.895,3.271,0.000272,0.998,-0.387,0.64,0.51,0.889,23.5,29.8,23.5,30.3,26.7,6.78,0.000565,1.0,0.0673,36.11,91.17,637
12928.71,12.513,9.43,9.302,12.513,10.972,3.083,0.000238,0.807,-0.432,0.709,0.541,0.883,22.6,27.3,22.6,27.7,25.0,5.11,0.000395,0.762,0.0682,37.97,91.29,636
12007.52,12.55,9.208,9.072,12.55,10.879,3.342,0.000278,1.005,-0.297,0.672,0.519,0.789,22.2,27.9,22.2,28.1,25.1,5.86,0.000488,1.308,0.0699,36.91,91.92,635
12087.66,12.507,9.349,9.212,12.507,10.928,3.157,0.000261,1.044,-0.191,0.659,0.553,0.928,23.0,29.2,23.0,29.4,26.1,6.49,0.000537,1.242,0.0694,35.86,91.22,634
10437.06,12.595,9.262,9.122,12.595,10.928,3.334,0.000319,1.155,0.271,0.655,0.538,0.899,23.1,29.7,23.1,29.9,26.4,6.76,0.000648,0.529,0.069,36.45,91.64,633
11812.38,12.508,9.228,9.109,12.508,10.868,3.28,0.000278,1.03,0.223,0.761,0.604,0.961,22.2,28.5,22.2,28.6,25.4,6.35,0.000538,0.728,0.0687,37.42,91.74,632
11423.52,12.538,9.075,8.927,12.538,10.807,3.463,0.000303,0.929,-0.084,0.702,0.546,0.973,23.2,28.8,23.2,29.0,26.0,5.82,0.00051,1.22,0.0703,36.8,91.4,631
12849.23,12.518,9.402,9.251,12.518,10.96,3.116,0.000242,0.931,0.053,0.772,0.665,1.063,22.1,28.2,22.1,28.7,25.2,6.56,0.000511,0.508,0.0713,36.18,91.47,630
11428.44,12.559,9.247,9.105,12.559,10.903,3.312,0.00029,0.964,-0.267,0.796,0.606,0.935,22.5,28.2,22.5,28.2,25.4,5.69,0.000498,0.846,0.0731,36.43,91.65,629
12105.93,12.585,9.364,9.259,12.585,10.974,3.221,0.000266,1.085,-0.407,0.729,0.605,0.935,22.3,28.4,22.3,28.9,25.4,6.59,0.000544,1.421,0.0673,36.8,91.95,628
13139.94,12.508,9.048,8.94,12.508,10.778,3.461,0.000263,0.895,-0.239,0.684,0.577,0.948,22.0,27.9,22.0,28.4,25.0,6.36,0.000484,0.815,0.0695,36.59,91.83,627
10782.98,12.507,9.101,8.963,12.507,10.804,3.406,0.000316,1.014,0.465,0.686,0.571,0.903,22.8,29.4,22.8,29.6,26.1,6.79,0.00063,0.708,0.0682,36.58,91.54,626
12090.04,12.583,9.348,9.243,12.583,10.966,3.234,0.000268,1.005,0.177,0.75,0.617,1.017,22.8,29.1,22.8,29.3,26.0,6.51,0.000538,0.76,0.0727,36.66,91.11,625
12322.62,12.525,9.231,9.089,12.525,10.878,3.294,0.000267,1.129,-0.128,0.761,0.66,0.889,23.2,28.1,23.2,28.1,25.6,4.96,0.000403,1.13,0.0714,36.08,91.33,624
9871.57,12.506,9.451,9.328,12.506,10.979,3.055,0.000309,0.984,-0.332,0.821,0.631,0.947,22.7,28.5,22.7,28.5,25.6,5.78,0.000586,1.074,0.0695,36.25,90.74,623
10430.46,12.521,9.094,8.979,12.521,10.808,3.428,0.000329,0.965,0.051,0.744,0.64,1.021,22.2,28.1,22.2,28.3,25.2,6.06,0.000581,0.561,0.0699,37.27,91.32,622
11550.5,12.563,9.401,9.258,12.563,10.982,3.162,0.000274,1.165,0.002,0.829,0.651,1.127,22.1,28.8,22.1,29.0,25.4,6.91,0.000598,0.888,0.0729,36.72,91.0,621
12403.93,12.506,9.496,9.366,12.506,11.001,3.01,0.000243,0.907,0.316,0.834,0.634,1.088,22.7,28.9,22.7,29.2,25.8,6.49,0.000523,1.417,0.0736,36.68,91.19,620
12648.67,12.535,9.42,9.273,12.535,10.978,3.116,0.000246,0.811,0.201,0.825,0.666,0.96,22.8,28.3,22.8,28.7,25.5,5.95,0.00047,1.448,0.0745,37.19,92.52,619
12619.4,12.549,9.155,9.028,12.549,10.852,3.395,0.000269,1.167,-0.299,0.868,0.744,0.986,22.6,29.4,22.6,29.4,26.0,6.83,0.000541,0.63,0.0713,36.69,90.31,618
9858.33,12.559,9.459,9.32,12.559,11.009,3.1,0.000314,0.958,-0.399,0.693,0.507,0.963,23.0,29.1,23.0,29.6,26.0,6.6,0.000669,0.802,0.0681,36.49,90.62,617
12973.93,12.565,9.087,8.935,12.565,10.826,3.478,0.000268,0.87,-0.193,0.702,0.509,0.941,22.6,28.5,22.6,28.8,25.5,6.21,0.000479,1.188,0.0735,37.24,90.99,616
11149.07,12.599,9.483,9.376,12.599,11.041,3.117,0.00028,1.175,-0.359,0.691,0.499,0.912,22.8,29.0,22.8,29.3,25.9,6.49,0.000582,1.245,0.0751,37.68,91.31,615
10097.21,12.571,9.32,9.168,12.571,10.945,3.251,0.000322,0.843,-0.499,0.821,0.694,1.01,22.5,29.0,22.5,29.1,25.7,6.61,0.000654,0.886,0.0786,36.84,90.81,614
11008.58,12.555,9.051,8.927,12.555,10.803,3.504,0.000318,1.138,-0.205,0.691,0.526,0.964,22.4,28.4,22.4,28.5,25.4,6.07,0.000551,0.819,0.0678,36.64,90.51,613
12197.41,12.555,9.449,9.341,12.555,11.002,3.106,0.000255,0.866,0.39,0.773,0.611,0.991,22.4,28.7,22.4,29.2,25.5,6.8,0.000558,0.657,0.073,36.55,90.79,612
12169.66,12.573,9.133,9.014,12.573,10.853,3.44,0.000283,0.944,-0.072,0.802,0.697,0.949,21.6,27.6,21.6,27.6,24.6,5.99,0.000493,0.795,0.0742,36.61,90.82,611
10289.99,12.529,9.041,8.897,12.529,10.785,3.488,0.000339,1.018,-0.315,0.741,0.601,0.903,21.8,28.2,21.8,28.2,25.0,6.45,0.000626,1.385,0.0712,36.09,90.14,610
10462.27,12.527,9.031,8.888,12.527,10.779,3.496,0.000334,1.036,0.054,0.786,0.677,1.019,22.2,29.0,22.2,29.5,25.6,7.37,0.000704,1.341,0.0752,35.99,90.08,609
11335.61,12.588,9.238,9.132,12.588,10.913,3.35,0.000296,1.071,0.12,0.708,0.536,0.988,21.4,27.8,21.4,28.2,24.6,6.77,0.000597,0.62,0.0719,35.27,90.62,608
12389.31,12.513,9.212,9.059,12.513,10.862,3.301,0.000266,1.164,0.414,0.717,0.517,0.904,21.8,27.6,21.8,27.7,24.7,5.84,0.000472,0.567,0.0727,37.48,90.36,607
11193.99,12.587,9.393,9.257,12.587,10.99,3.194,0.000285,1.103,0.44,0.766,0.624,0.97,22.3,28.8,22.3,29.1,25.5,6.85,0.000612,1.425,0.0754,35.78,89.92,606
10838.58,12.541,9.192,9.063,12.541,10.866,3.35,0.000309,1.077,-0.461,0.79,0.687,1.012,22.5,29.2,22.5,29.5,25.8,7.0,0.000646,1.39,0.0739,35.88,90.04,605
12629.13,12.502,9.409,9.288,12.502,10.955,3.093,0.000245,0.854,0.474,0.617,0.468,0.773,22.4,28.7,22.4,29.1,25.5,6.66,0.000527,0.943,0.0757,35.98,90.02,604
10366.98,12.521,9.412,9.272,12.521,10.967,3.109,0.0003,0.924,0.007,0.766,0.579,1.018,22.8,28.7,22.8,28.8,25.7,5.99,0.000578,0.636,0.0731,35.51,90.33,603
12516.82,12.584,9.125,9.0,12.584,10.854,3.459,0.000276,1.054,-0.376,0.736,0.565,1.02,22.4,29.8,22.4,30.0,26.1,7.64,0.000611,0.531,0.0714,36.61,90.71,602
11567.63,12.535,9.082,8.931,12.535,10.808,3.453,0.000299,1.029,0.465,0.821,0.652,1.071,22.4,29.4,22.4,29.4,25.9,7.05,0.000609,1.357,0.0768,36.28,89.58,601
9735.8,12.578,9.384,9.28,12.578,10.981,3.194,0.000328,1.122,-0.195,0.781,0.616,1.063,22.4,28.9,22.4,29.0,25.7,6.59,0.000677,1.467,0.0726,35.76,89.55,600
10492.26,12.547,9.339,9.194,12.547,10.943,3.208,0.000306,0.95,0.147,0.762,0.652,0.942,21.8,28.2,21.8,28.6,25.0,6.88,0.000656,1.109,0.0735,35.52,89.62,599
11773.02,12.586,9.131,8.989,12.586,10.858,3.456,0.000294,1.122,0.302,0.788,0.658,1.067,23.0,30.2,23.0,30.7,26.6,7.67,0.000651,1.1,0.0762,37.31,89.83,598
12872.26,12.526,9.209,9.087,12.526,10.868,3.317,0.000258,0.889,0.035,0.658,0.487,0.765,22.2,28.6,22.2,29.0,25.4,6.77,0.000526,1.285,0.0729,35.65,89.45,597
12501.93,12.588,9.091,8.982,12.588,10.839,3.497,0.00028,1.072,-0.164,0.726,0.6,0.851,22.8,28.6,22.8,28.7,25.7,5.86,0.000469,0.589,0.0739,35.2,90.42,596
10702.66,12.526,9.147,8.997,12.526,10.837,3.379,0.000316,1.156,0.0,0.812,0.626,1.007,21.5,27.4,21.5,27.5,24.4,6.01,0.000561,1.367,0.0784,35.39,89.24,595
10096.19,12.52,9.205,9.07,12.52,10.862,3.315,0.000328,0.995,0.131,0.763,0.617,1.044,22.2,29.5,22.2,29.9,25.8,7.7,0.000763,0.677,0.077,36.68,89.39,594
10222.68,12.576,9.245,9.101,12.576,10.911,3.332,0.000326,0.953,-0.462,0.814,0.652,0.931,22.2,28.4,22.2,28.9,25.3,6.71,0.000656,0.699,0.0759,35.72,89.62,593
10284.77,12.568,9.313,9.195,12.568,10.941,3.254,0.000316,0.867,0.324,0.815,0.681,1.054,22.8,29.8,22.8,30.1,26.3,7.27,0.000707,0.798,0.0764,35.4,89.54,592
12505.4,12.6,9.171,9.018,12.6,10.885,3.428,0.000274,0.891,0.227,0.704,0.585,0.876,23.6,29.8,23.6,30.0,26.7,6.48,0.000518,0.631,0.0795,35.36,89.35,591
11753.28,12.504,9.438,9.322,12.504,10.971,3.065,0.000261,0.808,0.19,0.772,0.667,0.979,23.2,29.9,23.2,30.2,26.5,6.95,0.000592,0.917,0.0738,36.01,89.43,590
11838.12,12.563,9.151,9.01,12.563,10.857,3.412,0.000288,0.842,0.219,0.735,0.608,0.967,22.3,28.8,22.3,29.2,25.5,6.91,0.000584,0.618,0.0784,35.31,88.99,589
10522.62,12.552,9.101,8.959,12.552,10.827,3.451,0.000328,0.932,-0.497,0.762,0.658,0.921,22.2,28.8,22.2,29.3,25.5,7.15,0.00068,1.172,0.0774,35.94,89.58,588
10027.62,12.551,9.362,9.252,12.551,10.956,3.189,0.000318,0.84,-0.325,0.705,0.582,0.856,22.9,29.6,22.9,29.8,26.3,6.9,0.000688,0.539,0.0749,35.92,90.14,587
9924.54,12.576,9.023,8.872,12.576,10.799,3.553,0.000358,1.151,-0.407,0.806,0.689,1.038,22.2,29.3,22.2,29.6,25.7,7.44,0.00075,1.315,0.0806,35.31,89.07,586
10903.55,12.585,9.4,9.26,12.585,10.993,3.185,0.000292,0.864,-0.084,0.721,0.609,0.98,22.4,29.0,22.4,29.5,25.7,7.03,0.000645,1.091,0.0791,36.17,89.46,585
10814.5,12.503,9.342,9.196,12.503,10.923,3.161,0.000292,0.818,-0.238,0.774,0.661,1.069,22.7,29.3,22.7,29.5,26.0,6.83,0.000631,0.814,0.0745,35.98,89.44,584
11414.35,12.598,9.335,9.214,12.598,10.966,3.263,0.000286,0.938,0.176,0.665,0.495,0.869,23.1,30.3,23.1,30.4,26.7,7.29,0.000639,0.885,0.0747,35.65,88.94,583
11731.06,12.516,9.424,9.277,12.516,10.97,3.091,0.000264,0.82,-0.277,0.729,0.621,1.003,22.1,28.9,22.1,29.4,25.5,7.27,0.00062,1.143,0.0755,35.94,89.44,582
11016.62,12.586,9.224,9.11,12.586,10.905,3.362,0.000305,0.8,-0.409,0.753,0.588,0.952,22.9,30.0,22.9,30.3,26.5,7.37,0.000669,1.104,0.0787,34.63,88.75,581
11722.12,12.595,9.182,9.073,12.595,10.888,3.413,0.000291,1.063,0.216,0.728,0.583,0.873,21.9,28.4,21.9,28.6,25.1,6.78,0.000578,0.614,0.0768,35.14,88.69,580
12697.87,12.529,9.261,9.12,12.529,10.895,3.268,0.000257,0.843,0.111,0.809,0.693,0.918,23.0,30.4,23.0,30.8,26.7,7.79,0.000613,0.688,0.0767,35.08,88.97,579
11955.72,12.511,9.207,9.054,12.511,10.859,3.304,0.000276,1.182,-0.365,0.753,0.594,1.021,22.6,28.9,22.6,29.2,25.7,6.62,0.000553,0.999,0.0775,34.9,89.35,578
11121.08,12.551,9.461,9.345,12.551,11.006,3.09,0.000278,1.153,0.004,0.692,0.519,0.908,22.8,30.0,22.8,30.3,26.4,7.5,0.000675,0.885,0.0783,36.36,88.7,577
12828.26,12.597,9.226,9.113,12.597,10.912,3.371,0.000263,1.144,0.212,0.69,0.52,0.873,22.5,28.9,22.5,29.3,25.7,6.79,0.000529,1.436,0.078,35.99,89.9,576
10661.09,12.567,9.491,9.351,12.567,11.029,3.077,0.000289,0.941,-0.02,0.701,0.55,0.993,22.3,28.8,22.3,28.9,25.6,6.52,0.000611,1.071,0.0778,35.12,88.52,575
10462.04,12.585,9.404,9.272,12.585,10.994,3.181,0.000304,0.864,-0.213,0.634,0.52,0.739,22.3,28.9,22.3,29.3,25.6,6.97,0.000666,0.751,0.0771,35.36,88.44,574
9721.83,12.581,9.051,8.902,12.581,10.816,3.53,0.000363,1.114,0.299,0.81,0.624,1.058,22.5,28.7,22.5,28.9,25.6,6.38,0.000657,0.788,0.0765,35.39,89.06,573
12597.6,12.531,9.276,9.17,12.531,10.904,3.255,0.000258,1.165,0.205,0.811,0.649,0.962,22.7,28.6,22.7,29.0,25.7,6.34,0.000504,1.148,0.0753,34.25,88.02,572
12640.24,12.529,9.089,8.948,12.529,10.809,3.441,0.000272,1.023,-0.37,0.678,0.56,0.815,22.0,28.9,22.0,29.1,25.5,7.11,0.000562,1.084,0.0768,34.74,88.57,571
10046.1,12.532,9.025,8.869,12.532,10.779,3.507,0.000349,1.114,-0.182,0.702,0.536,0.925,21.8,28.8,21.8,29.0,25.3,7.17,0.000713,0.72,0.0813,35.32,88.49,570
11272.29,12.509,9.111,8.991,12.509,10.81,3.399,0.000302,1.199,0.324,0.728,0.592,0.895,22.7,30.4,22.7,30.7,26.6,8.05,0.000714,1.481,0.0803,34.89,88.53,569
11596.81,12.562,9.479,9.337,12.562,11.021,3.083,0.000266,0.913,0.411,0.766,0.575,0.93,23.0,29.8,23.0,30.0,26.4,7.08,0.000611,1.322,0.08,34.64,89.14,568
12309.49,12.519,9.257,9.099,12.519,10.888,3.262,0.000265,1.068,0.274,0.735,0.539,0.869,22.4,29.4,22.4,29.5,25.9,7.01,0.00057,1.365,0.0825,34.94,87.71,567
12609.82,12.578,9.323,9.168,12.578,10.95,3.254,0.000258,0.822,0.294,0.712,0.596,0.961,22.1,29.2,22.1,29.2,25.6,7.17,0.000568,1.058,0.0805,34.48,88.09,566
11491.35,12.543,9.008,8.867,12.543,10.776,3.535,0.000308,1.08,-0.427,0.779,0.615,0.986,21.9,28.3,21.9,28.6,25.1,6.75,0.000587,1.428,0.0796,35.14,87.93,565
12049.14,12.544,9.198,9.054,12.544,10.871,3.346,0.000278,1.018,0.46,0.75,0.597,0.945,22.8,30.2,22.8,30.6,26.5,7.82,0.000649,0.644,0.0826,35.49,88.89,564
10644.94,12.595,9.277,9.143,12.595,10.936,3.318,0.000312,0.922,0.248,0.652,0.552,0.777,22.0,28.7,22.0,29.2,25.3,7.17,0.000674,1.404,0.0766,35.29,87.66,563
9992.64,12.522,9.417,9.297,12.522,10.97,3.105,0.000311,1.198,-0.039,0.682,0.502,0.819,23.1,29.4,23.1,29.8,26.2,6.75,0.000676,1.05,0.0824,34.76,87.81,562
11047.77,12.533,9.064,8.922,12.533,10.799,3.469,0.000314,1.047,-0.194,0.777,0.615,0.897,22.9,29.7,22.9,29.9,26.3,7.05,0.000638,1.084,0.0816,35.86,88.0,561
9472.11,12.525,9.111,8.965,12.525,10.818,3.414,0.00036,0.985,-0.141,0.778,0.594,0.966,23.0,30.7,23.0,31.2,26.9,8.15,0.00086,0.805,0.0802,34.81,87.56,560
12176.53,12.514,9.269,9.147,12.514,10.892,3.245,0.000266,0.812,0.082,0.67,0.563,0.948,22.6,29.7,22.6,30.0,26.2,7.41,0.000609,0.905,0.0808,34.31,87.66,559
12521.35,12.547,9.388,9.262,12.547,10.967,3.16,0.000252,1.004,-0.103,0.71,0.533,0.855,22.5,29.2,22.5,29.4,25.8,6.95,0.000555,1.002,0.079,34.2,86.98,558
9954.61,12.551,9.223,9.107,12.551,10.887,3.328,0.000334,0.944,-0.281,0.665,0.499,0.955,23.3,30.3,23.3,30.5,26.8,7.22,0.000726,0.988,0.0781,35.18,87.34,557
12413.89,12.536,9.235,9.102,12.536,10.885,3.301,0.000266,1.132,0.335,0.739,0.541,0.848,22.1,30.0,22.1,30.3,26.1,8.12,0.000654,0.763,0.0823,35.63,88.24,556
11501.82,12.584,9.258,9.13,12.584,10.921,3.325,0.000289,0.993,0.104,0.691,0.539,0.972,21.9,29.9,21.9,30.1,25.9,8.22,0.000715,1.002,0.0814,34.71,87.45,555
10161.75,12.519,9.181,9.035,12.519,10.85,3.338,0.000328,0.992,-0.289,0.763,0.64,0.887,22.8,29.2,22.8,29.5,26.0,6.69,0.000658,0.661,0.0828,35.79,87.89,554
9980.69,12.563,9.02,8.881,12.563,10.791,3.543,0.000355,1.025,-0.481,0.747,0.622,0.859,23.0,31.4,23.0,31.7,27.2,8.64,0.000866,1.22,0.0817,35.71,87.7,553
12560.72,12.587,9.085,8.935,12.587,10.836,3.501,0.000279,0.906,0.224,0.758,0.579,0.978,22.6,29.6,22.6,29.9,26.1,7.26,0.000578,0.843,0.0808,35.42,87.39,552
9725.98,12.52,9.43,9.294,12.52,10.975,3.09,0.000318,0.816,0.284,0.779,0.664,0.963,23.0,30.5,23.0,30.8,26.7,7.87,0.000809,1.003,0.0831,34.83,86.91,551
12115.16,12.59,9.387,9.244,12.59,10.989,3.202,0.000264,1.121,0.29,0.78,0.643,0.984,23.1,30.5,23.1,30.6,26.8,7.53,0.000622,0.881,0.084,35.63,87.92,550
9674.51,12.513,9.239,9.118,12.513,10.876,3.275,0.000338,1.084,0.289,0.653,0.525,0.925,22.9,29.8,22.9,29.9,26.3,7.0,0.000724,1.078,0.0809,34.76,86.75,549
10438.45,12.536,9.077,8.934,12.536,10.807,3.459,0.000331,1.072,0.255,0.667,0.482,0.818,22.1,29.6,22.1,29.7,25.8,7.64,0.000732,0.913,0.083,34.55,87.44,548
10245.99,12.531,9.172,9.028,12.531,10.851,3.358,0.000328,1.08,-0.338,0.776,0.591,1.023,22.1,28.6,22.1,28.9,25.4,6.82,0.000666,0.714,0.0807,34.55,87.47,547
11600.51,12.516,9.482,9.371,12.516,10.999,3.034,0.000262,0.889,-0.42,0.706,0.591,0.824,23.0,30.0,23.0,30.1,26.5,7.1,0.000612,0.538,0.0842,34.04,86.93,546
11514.08,12.56,9.473,9.318,12.56,11.016,3.087,0.000268,0.914,-0.466,0.69,0.546,0.918,22.7,30.7,22.7,31.1,26.7,8.42,0.000732,1.1,0.0871,34.01,86.17,545
10126.55,12.5,9.079,8.918,12.5,10.789,3.421,0.000338,1.095,-0.431,0.742,0.607,0.998,22.0,29.7,22.0,30.0,25.8,8.01,0.000791,0.59,0.0833,34.8,86.84,544
12405.55,12.528,9.303,9.18,12.528,10.915,3.224,0.00026,0.829,-0.206,0.706,0.549,0.992,22.5,30.3,22.5,30.4,26.4,7.92,0.000638,1.447,0.0872,35.18,86.95,543
11262.09,12.569,9.483,9.347,12.569,11.026,3.086,0.000274,1.035,-0.473,0.666,0.49,0.92,23.0,30.3,23.0,30.5,26.7,7.47,0.000663,0.616,0.079,35.66,87.51,542
10197.04,12.532,9.478,9.34,12.532,11.005,3.054,0.000299,1.128,-0.424,0.727,0.544,0.829,22.5,30.1,22.5,30.4,26.3,7.94,0.000779,1.431,0.085,35.83,87.7,541
12296.73,12.568,9.455,9.318,12.568,11.012,3.113,0.000253,0.9,0.119,0.706,0.532,0.846,22.7,29.9,22.7,30.0,26.3,7.26,0.00059,0.656,0.0843,34.93,86.54,540
11426.62,12.576,9.271,9.155,12.576,10.924,3.306,0.000289,1.148,-0.009,0.664,0.502,0.861,21.0,28.5,21.0,29.0,24.8,7.93,0.000694,1.484,0.0869,34.8,87.83,539
9593.12,12.58,9.239,9.101,12.58,10.91,3.341,0.000348,1.079,-0.04,0.795,0.655,0.995,22.4,29.5,22.4,30.0,26.0,7.63,0.000796,1.189,0.0835,35.01,87.25,538
11340.33,12.526,9.274,9.151,12.526,10.9,3.252,0.000287,1.08,-0.128,0.708,0.547,0.903,22.1,30.0,22.1,30.1,26.1,7.99,0.000704,1.354,0.0846,34.49,87.19,537
10081.85,12.51,9.135,9.011,12.51,10.822,3.375,0.000335,1.122,-0.323,0.778,0.64,0.965,23.3,31.7,23.3,31.8,27.5,8.54,0.000847,1.0,0.0858,35.14,86.74,536
11954.12,12.53,9.281,9.141,12.53,10.906,3.249,0.000272,1.052,-0.05,0.721,0.552,0.901,23.4,31.2,23.4,31.4,27.3,8.05,0.000673,0.835,0.0846,34.3,87.72,535
9380.77,12.512,9.434,9.272,12.512,10.973,3.078,0.000328,0.942,0.173,0.714,0.556,0.854,22.3,29.6,22.3,29.9,25.9,7.63,0.000813,0.987,0.0869,34.87,86.29,534
11317.16,12.514,9.084,8.934,12.514,10.799,3.431,0.000303,0.865,-0.272,0.758,0.595,0.925,21.6,28.7,21.6,28.7,25.2,7.12,0.000629,0.817,0.0809,34.32,86.56,533
