battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s,v_start,v_end,v_min,v_max,v_mean,v_drop,v_std,voltage_slope,v_skew,dc_internal_resistance,i_mean,i_min,i_max,t_start,t_end,t_min,t_max,t_mean,temp_rise,temp_rise_rate,temp_std,energy_wh,re_electrolyte_ohms,rct_charge_transfer_ohms,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,81,2008-05-06T11:25:21,24.0,3095.78,4.1988,3.5307,2.6744,4.1988,3.5148,1.5245,0.2285,0.0002158,-0.4213,0.10116,-1.8177,-2.0184,0.0026,23.51,35.35,23.5,39.47,32.22,15.97,0.005157,3.98,5.5028,0.05508,0.08045,1.55977,2.0,77.988,84.017,75,0,125,44.0
B0005,82,2008-05-06T16:23:36,24.0,3094.33,4.1981,3.5213,2.643,4.1981,3.5133,1.5551,0.2314,0.0002187,-0.463,0.10084,-1.8179,-2.0168,0.0015,23.99,35.94,23.99,40.04,32.71,16.05,0.005187,3.998,5.5015,0.054846,0.080995,1.55948,2.0,77.974,84.002,75,0,125,43.0
B0005,83,2008-05-06T21:21:49,24.0,3086.53,4.1983,3.5235,2.6585,4.1983,3.5145,1.5398,0.2306,0.0002186,-0.4371,0.10056,-1.8172,-2.0195,0.0054,24.33,36.05,24.33,40.14,32.95,15.81,0.005122,3.942,5.486,0.058089,0.079006,1.55469,2.0,77.734,83.744,75,0,125,42.0
B0005,84,2008-05-07T02:17:25,24.0,3085.62,4.198,3.5255,2.6298,4.198,3.511,1.5683,0.233,0.000218,-0.4765,0.10075,-1.811,-2.025,0.0013,24.21,35.85,24.21,40.12,32.86,15.9,0.005155,3.969,5.4603,0.0564,0.081815,1.54887,2.0,77.444,83.43,75,0,125,41.0
B0005,85,2008-05-07T07:04:02,24.0,3067.2,4.199,3.5348,2.6623,4.199,3.5109,1.5368,0.2307,0.0002166,-0.4301,0.10147,-1.8094,-2.0172,0.0037,24.0,35.58,24.0,39.88,32.63,15.87,0.005176,3.951,5.4206,0.057159,0.080867,1.53824,2.0,76.912,82.857,75,0,125,40.0
B0005,86,2008-05-07T12:01:49,24.0,3058.16,4.1977,3.5459,2.6824,4.1977,3.5094,1.5153,0.2289,0.0002131,-0.4055,0.10205,-1.8027,-2.0204,0.0014,23.67,35.19,23.67,39.62,32.38,15.95,0.005216,3.988,5.3804,0.056999,0.082501,1.52791,2.0,76.396,82.301,75,0,125,39.0
B0005,87,2008-05-07T16:59:29,24.0,3058.81,4.1976,3.5363,2.6402,4.1976,3.5067,1.5574,0.2324,0.0002162,-0.4618,0.10194,-1.8032,-2.0167,0.0021,23.85,35.64,23.85,40.07,32.68,16.21,0.005301,4.061,5.3803,0.057916,0.081751,1.52853,2.0,76.426,82.334,75,0,125,38.0
B0005,88,2008-05-07T21:56:09,24.0,3058.58,4.198,3.5468,2.6938,4.198,3.511,1.5042,0.228,0.0002129,-0.3853,0.10148,-1.7966,-2.017,0.0022,24.24,35.7,24.24,40.25,32.99,16.0,0.005232,4.008,5.3649,0.058583,0.082694,1.52265,2.0,76.132,82.018,75,0,125,37.0
B0005,89,2008-05-08T02:53:49,24.0,3049.33,4.1982,3.548,2.6958,4.1982,3.5103,1.5024,0.2281,0.0002132,-0.3806,0.10151,-1.796,-2.0177,0.003,24.3,35.75,24.3,40.3,33.05,16.0,0.005246,4.016,5.3454,0.056844,0.082273,1.51749,2.0,75.874,81.74,75,0,125,36.0
B0005,90,2008-05-09T12:25:07,24.0,3177.22,4.2229,3.5251,2.6921,4.2229,3.5222,1.5309,0.2346,0.0002196,-0.3178,0.10126,-1.8229,-2.0171,0.0015,24.12,36.01,24.11,40.09,32.86,15.98,0.005029,3.981,5.6795,0.056672,0.082916,1.60582,2.0,80.291,86.498,75,0,125,35.0
B0005,91,2008-05-09T20:28:09,24.0,3082.94,4.2004,3.494,2.6291,4.2004,3.5163,1.5714,0.2343,0.0002291,-0.4673,0.09862,-1.8294,-2.0177,0.0029,24.73,36.76,24.72,40.52,33.34,15.8,0.005124,3.928,5.5258,0.058223,0.076151,1.56385,2.0,78.192,84.237,75,0,125,34.0
B0005,92,2008-05-10T01:21:56,24.0,3074.27,4.1984,3.51,2.6313,4.1984,3.5134,1.567,0.2334,0.0002239,-0.4614,0.09956,-1.8163,-2.0161,0.0017,24.74,36.5,24.74,40.57,33.35,15.83,0.00515,3.952,5.4643,0.058694,0.080997,1.54809,2.0,77.405,83.388,75,0,125,33.0
B0005,93,2008-05-10T06:18:12,24.0,3066.0,4.1984,3.5359,2.6984,4.1984,3.5151,1.5,0.2272,0.0002161,-0.368,0.10009,-1.8034,-2.0174,0.0017,24.5,35.91,24.49,40.28,33.15,15.78,0.005145,3.952,5.408,0.056874,0.080792,1.53238,2.0,76.619,82.542,75,0,125,32.0
B0005,94,2008-05-10T11:16:04,24.0,3056.44,4.1979,3.5294,2.6338,4.1979,3.5083,1.564,0.2332,0.0002187,-0.4588,0.10066,-1.8027,-2.018,0.0032,24.27,35.88,24.25,40.29,33.01,16.03,0.005243,4.008,5.3795,0.058401,0.081617,1.52695,2.0,76.348,82.25,75,0,125,31.0
B0005,95,2008-05-10T16:11:56,24.0,3048.22,4.198,3.5419,2.6716,4.198,3.5092,1.5264,0.2298,0.0002152,-0.4055,0.10116,-1.7959,-2.0167,0.0012,24.15,35.63,24.15,40.18,32.92,16.04,0.005261,4.019,5.3437,0.057139,0.08203,1.51696,2.0,75.848,81.711,75,0,125,30.0
B0005,96,2008-05-10T21:07:54,24.0,3039.22,4.1979,3.5401,2.6541,4.1979,3.5068,1.5438,0.2317,0.0002164,-0.4298,0.10123,-1.7953,-2.0185,0.0027,24.21,35.75,24.21,40.32,33.0,16.11,0.005301,4.045,5.3225,0.056847,0.084309,1.5119,2.0,75.595,81.439,75,0,125,29.0
B0005,97,2008-05-11T02:05:21,24.0,3039.05,4.1977,3.5453,2.6568,4.1977,3.5061,1.5409,0.2314,0.0002147,-0.4246,0.10162,-1.7894,-2.0206,0.003,24.23,35.64,24.23,40.34,33.04,16.11,0.0053,4.043,5.3021,0.059715,0.081281,1.50656,2.0,75.328,81.151,75,0,125,28.0
B0005,98,2008-05-11T06:55:27,24.0,3030.38,4.1979,3.5431,2.6363,4.1979,3.5037,1.5616,0.2335,0.0002161,-0.4498,0.10173,-1.7884,-2.0174,0.002,24.26,35.72,24.26,40.43,33.08,16.17,0.005337,4.059,5.2812,0.057876,0.082762,1.50155,2.0,75.077,80.881,75,0,125,27.0
B0005,99,2008-05-11T11:52:47,24.0,3021.0,4.1973,3.558,2.6995,4.1973,3.5067,1.4978,0.2278,0.0002116,-0.3666,0.10198,-1.7815,-2.0225,0.0027,24.23,35.47,24.23,40.31,33.05,16.09,0.005325,4.046,5.2451,0.057106,0.083893,1.49084,2.0,74.542,80.305,75,0,125,26.0
B0005,100,2008-05-11T16:49:58,24.0,3021.75,4.1975,3.562,2.6982,4.1975,3.5059,1.4993,0.228,0.0002103,-0.3687,0.10216,-1.7753,-2.0179,0.0006,24.27,35.42,24.27,40.39,33.12,16.11,0.005332,4.057,5.2262,0.058324,0.082336,1.48587,2.0,74.293,80.037,75,0,125,25.0
B0005,101,2008-05-11T21:47:12,24.0,3012.26,4.1974,3.5617,2.6912,4.1974,3.5042,1.5063,0.2289,0.000211,-0.3781,0.10248,-1.7742,-2.0185,0.0026,24.26,35.44,24.26,40.43,33.13,16.17,0.005368,4.071,5.2042,0.05854,0.0826,1.48041,2.0,74.021,79.743,75,0,125,24.0
B0005,102,2008-05-12T02:36:58,24.0,3002.64,4.1977,3.5627,2.6902,4.1977,3.5031,1.5076,0.2293,0.0002115,-0.3762,0.10274,-1.7739,-2.0172,0.0023,24.25,35.44,24.25,40.44,33.13,16.19,0.005392,4.08,5.184,0.05761,0.083618,1.47521,2.0,73.76,79.462,75,0,125,23.0
B0005,103,2008-05-12T12:56:34,24.0,3012.0,4.1925,3.5448,2.6355,4.1925,3.4982,1.557,0.2332,0.000215,-0.4456,0.10246,-1.781,-2.017,0.0014,24.34,35.71,24.34,40.58,33.2,16.24,0.005392,4.1,5.2176,0.056877,0.084536,1.4859,2.0,74.295,80.038,75,0,125,22.0
B0005,104,2008-05-12T18:59:59,24.0,3020.11,4.2028,3.5358,2.6595,4.2028,3.5066,1.5434,0.2328,0.0002209,-0.3944,0.10124,-1.7879,-2.0206,0.0038,25.06,36.32,25.05,41.0,33.79,15.94,0.005278,4.001,5.2681,0.058412,0.078166,1.49609,2.0,74.805,80.587,75,0,125,21.0
B0005,105,2008-05-12T23:53:17,24.0,3002.17,4.198,3.5446,2.6446,4.198,3.5015,1.5534,0.2335,0.0002176,-0.4251,0.10188,-1.7802,-2.0181,0.0029,24.85,36.14,24.85,41.0,33.67,16.15,0.005378,4.066,5.205,0.060198,0.083773,1.4808,2.0,74.04,79.764,75,0,125,20.0
B0005,106,2008-05-13T04:35:25,24.0,2992.7,4.198,3.5564,2.672,4.198,3.5017,1.5261,0.2311,0.0002144,-0.3887,0.10243,-1.7731,-2.0179,0.0008,24.69,35.82,24.68,40.84,33.54,16.15,0.005398,4.072,5.1642,0.059884,0.083612,1.46975,2.0,73.488,79.169,75,0,125,19.0
B0005,107,2008-05-13T09:24:04,24.0,2964.47,4.1922,3.5574,2.6598,4.1922,3.4966,1.5323,0.2312,0.0002141,-0.4178,0.10317,-1.7706,-2.0276,0.0054,24.44,35.65,24.44,40.69,33.32,16.25,0.00548,4.102,5.1004,0.058875,0.083706,1.4539,2.0,72.695,78.315,75,0,125,18.0
B0005,108,2008-05-13T14:20:24,24.0,2983.38,4.197,3.5704,2.6884,4.197,3.4992,1.5086,0.2295,0.00021,-0.374,0.1035,-1.7601,-2.0173,0.0016,24.38,35.39,24.38,40.7,33.35,16.32,0.005469,4.119,5.1032,0.058445,0.084351,1.45415,2.0,72.707,78.328,75,0,125,17.0
B0005,109,2008-05-13T19:04:20,24.0,2975.3,4.1976,3.5577,2.6377,4.1976,3.4961,1.5599,0.2343,0.0002151,-0.4316,0.10315,-1.7656,-2.0171,0.0027,24.72,35.9,24.7,41.06,33.65,16.34,0.005494,4.13,5.1043,0.060551,0.083281,1.45502,2.0,72.751,78.375,75,0,125,16.0
B0005,110,2008-05-13T23:59:26,24.0,2974.99,4.1964,3.5621,2.6451,4.1964,3.4959,1.5513,0.2334,0.0002132,-0.4245,0.10326,-1.7588,-2.0179,0.0032,24.85,35.88,24.85,41.2,33.79,16.35,0.005494,4.127,5.0826,0.05995,0.08319,1.44904,2.0,72.452,78.053,75,0,125,15.0
B0005,111,2008-05-14T04:55:57,24.0,2966.25,4.1971,3.5768,2.698,4.1971,3.4976,1.4991,0.2291,0.0002091,-0.359,0.10412,-1.7516,-2.0291,0.0038,24.59,35.37,24.58,40.84,33.52,16.25,0.005479,4.107,5.045,0.059565,0.08487,1.43867,2.0,71.934,77.494,75,0,125,14.0
B0005,112,2008-05-14T09:52:22,24.0,2956.36,4.1969,3.5772,2.6929,4.1969,3.4957,1.504,0.2296,0.0002096,-0.363,0.10442,-1.7513,-2.025,0.0013,24.39,35.32,24.38,40.76,33.39,16.38,0.00554,4.148,5.0237,0.059853,0.084739,1.43345,2.0,71.672,77.213,75,0,125,13.0
B0005,113,2008-05-14T14:35:22,24.0,2956.34,4.1971,3.5697,2.6484,4.1971,3.4929,1.5487,0.2334,0.0002122,-0.4159,0.10409,-1.7512,-2.017,0.0017,24.65,35.64,24.64,41.11,33.67,16.47,0.00557,4.164,5.0214,0.058745,0.087117,1.4334,2.0,71.67,77.21,75,0,125,12.0
B0005,114,2008-05-14T19:31:39,24.0,2956.41,4.1962,3.5763,2.6832,4.1962,3.4955,1.513,0.2303,0.0002097,-0.3728,0.10405,-1.7446,-2.0176,0.0023,24.93,35.69,24.93,41.27,33.91,16.34,0.005527,4.131,5.0052,0.060838,0.084909,1.42806,2.0,71.403,76.923,75,0,125,11.0
B0005,115,2008-05-15T00:27:55,24.0,2947.27,4.1968,3.578,2.685,4.1968,3.4942,1.5118,0.2305,0.00021,-0.37,0.10428,-1.7436,-2.0245,0.0014,24.8,35.57,24.8,41.16,33.79,16.35,0.005548,4.144,4.9848,0.059938,0.0848,1.42292,2.0,71.146,76.646,75,0,125,10.0
B0005,116,2008-05-15T05:24:04,24.0,2937.98,4.1962,3.5783,2.6699,4.1962,3.4912,1.5263,0.2319,0.0002103,-0.3873,0.105,-1.7425,-2.0169,0.0033,24.58,35.41,24.58,41.03,33.61,16.45,0.0056,4.173,4.9607,0.059596,0.085188,1.41743,2.0,70.871,76.35,75,0,125,9.0
B0005,117,2008-05-15T10:20:03,24.0,2929.12,4.1966,3.5795,2.6641,4.1966,3.4889,1.5325,0.2326,0.0002107,-0.3926,0.10558,-1.742,-2.0198,0.0026,24.36,35.3,24.35,40.94,33.46,16.58,0.00566,4.212,4.9396,0.058401,0.086329,1.41241,2.0,70.62,76.08,75,0,125,8.0
B0005,118,2008-05-15T15:10:59,24.0,2928.45,4.1969,3.5733,2.6341,4.1969,3.4874,1.5628,0.235,0.0002129,-0.4252,0.1052,-1.7422,-2.0182,0.001,24.62,35.61,24.62,41.24,33.72,16.62,0.005677,4.225,4.9396,0.062605,0.085021,1.41258,2.0,70.629,76.089,75,0,125,7.0
B0005,119,2008-05-15T19:56:47,24.0,2929.38,4.1968,3.5809,2.6838,4.1968,3.492,1.513,0.2307,0.0002103,-0.3646,0.10478,-1.7358,-2.0179,0.0023,25.03,35.72,25.01,41.44,34.05,16.41,0.005601,4.169,4.9274,0.061152,0.084856,1.4076,2.0,70.38,75.821,75,0,125,6.0
B0005,120,2008-05-16T16:54:59,24.0,2946.03,4.1893,3.5559,2.66,4.1893,3.4916,1.5293,0.2314,0.000215,-0.397,0.10373,-1.7568,-2.0172,0.0036,25.16,35.9,25.16,41.17,33.89,16.01,0.005434,4.073,5.0219,0.059631,0.085035,1.43339,2.0,71.67,77.21,75,0,125,5.0
B0005,121,2008-05-16T21:37:39,24.0,2955.44,4.2011,3.5519,2.65,4.2011,3.4956,1.5511,0.234,0.0002197,-0.3856,0.10334,-1.7573,-2.0257,0.0023,25.21,36.12,25.21,41.36,34.07,16.15,0.005465,4.086,5.0463,0.059631,0.085035,1.43826,2.0,71.913,77.472,75,0,125,4.0
B0005,122,2008-05-17T02:32:13,24.0,2937.62,4.1969,3.5736,2.6937,4.1969,3.4939,1.5032,0.2295,0.0002122,-0.3432,0.10437,-1.7428,-2.0173,0.0034,24.85,35.49,24.84,41.02,33.75,16.17,0.005504,4.104,4.9657,0.060987,0.08584,1.41735,2.0,70.868,76.346,75,0,125,3.0
B0005,123,2008-05-17T07:25:19,24.0,2929.08,4.1969,3.5822,2.6971,4.1969,3.4916,1.4998,0.2293,0.0002098,-0.3417,0.10518,-1.7353,-2.017,0.0026,24.48,35.09,24.47,40.79,33.46,16.31,0.005569,4.144,4.9238,0.061004,0.085884,1.40698,2.0,70.349,75.787,75,0,125,2.0
B0005,124,2008-05-17T12:21:15,24.0,2918.38,4.1967,3.5821,2.6807,4.1967,3.4886,1.516,0.2309,0.0002106,-0.362,0.10569,-1.7344,-2.0173,0.002,24.35,35.08,24.34,40.82,33.4,16.47,0.005643,4.186,4.8991,0.062329,0.088222,1.4012,2.0,70.06,75.476,75,0,125,1.0
B0005,125,2008-05-17T17:15:37,24.0,2919.81,4.1963,3.5845,2.6695,4.1963,3.4869,1.5268,0.2317,0.0002095,-0.3779,0.10616,-1.728,-2.0175,0.0046,24.33,34.98,24.32,40.86,33.41,16.53,0.005662,4.202,4.8804,0.061503,0.08727,1.3967,2.0,69.835,75.234,75,0,125,0.0
B0005,126,2008-05-17T22:10:51,24.0,2900.42,4.1962,3.583,2.6717,4.1962,3.4855,1.5245,0.232,0.0002114,-0.37,0.10634,-1.7327,-2.0162,0.0023,24.28,35.08,24.28,40.84,33.39,16.56,0.005709,4.224,4.8597,0.061419,0.087204,1.39128,2.0,69.564,74.942,75,0,125,0.0
B0005,127,2008-05-18T03:05:19,24.0,2901.38,4.1958,3.5856,2.6613,4.1958,3.4839,1.5345,0.2326,0.0002103,-0.385,0.10647,-1.7261,-2.0179,0.0023,24.24,34.95,24.24,40.85,33.37,16.61,0.005727,4.228,4.8389,0.061217,0.087282,1.38623,2.0,69.311,74.669,75,0,125,0.0
B0005,128,2008-05-18T08:00:50,24.0,2901.19,4.1955,3.5911,2.6678,4.1955,3.4832,1.5276,0.232,0.0002083,-0.3799,0.10684,-1.7195,-2.0165,0.0017,24.12,34.7,24.12,40.75,33.27,16.62,0.00573,4.234,4.8163,0.062704,0.086791,1.38044,2.0,69.022,74.357,75,0,125,0.0
B0005,129,2008-05-18T12:44:48,24.0,2891.64,4.1965,3.5941,2.684,4.1965,3.4836,1.5125,0.231,0.0002084,-0.3559,0.1072,-1.7186,-2.0163,0.0022,24.05,34.67,24.05,40.69,33.22,16.63,0.005753,4.243,4.7977,0.061726,0.088378,1.37524,2.0,68.762,74.077,75,0,125,0.0
B0005,130,2008-05-18T17:36:29,24.0,2882.91,4.1944,3.5911,2.6585,4.1944,3.4802,1.5358,0.2329,0.0002093,-0.3895,0.10766,-1.7177,-2.0164,0.0049,24.06,34.73,24.06,40.78,33.26,16.72,0.005799,4.271,4.777,0.061852,0.086979,1.37051,2.0,68.526,73.823,75,0,125,0.0
B0005,131,2008-05-18T22:31:45,24.0,2883.26,4.1959,3.5888,2.6372,4.1959,3.4785,1.5586,0.2349,0.0002105,-0.4078,0.10783,-1.7177,-2.0167,0.0012,24.09,34.79,24.09,40.88,33.31,16.8,0.005825,4.286,4.7752,0.063104,0.088522,1.37051,2.0,68.525,73.823,75,0,125,0.0
B0005,132,2008-05-19T03:27:07,24.0,2882.97,4.1956,3.5942,2.6514,4.1956,3.4786,1.5442,0.2337,0.0002086,-0.3947,0.10797,-1.711,-2.0156,0.0025,24.01,34.6,24.01,40.81,33.25,16.8,0.005828,4.289,4.7537,0.062287,0.089231,1.36474,2.0,68.237,73.512,75,0,125,0.0
B0005,133,2008-05-19T15:34:33,24.0,2891.66,4.1866,3.5833,2.6764,4.1885,3.4825,1.5102,0.23,0.0002086,-0.3661,0.10675,-1.7184,-2.0157,0.0024,24.72,35.2,24.72,41.12,33.75,16.4,0.005671,4.196,4.7993,0.062705,0.088387,1.37539,2.0,68.77,74.086,75,0,125,0.0
B0005,134,2008-05-19T20:59:48,24.0,2901.25,4.2003,3.5804,2.6949,4.2003,3.4887,1.5054,0.2305,0.0002137,-0.3181,0.10587,-1.726,-2.0158,0.0021,24.84,35.38,24.84,41.25,33.89,16.41,0.005655,4.173,4.8466,0.062705,0.088387,1.38611,2.0,69.306,74.663,75,0,125,0.0
B0005,135,2008-05-20T01:16:42,24.0,2891.7,4.1982,3.5924,2.6973,4.1982,3.4859,1.5008,0.2297,0.0002095,-0.329,0.10702,-1.712,-2.016,0.0015,24.58,35.02,24.58,41.16,33.74,16.58,0.005734,4.221,4.7826,0.062705,0.088387,1.36985,2.0,68.493,73.787,75,0,125,0.0
B0005,136,2008-05-20T06:12:06,24.0,2883.02,4.1957,3.5893,2.6425,4.1957,3.4788,1.5532,0.2342,0.0002103,-0.3958,0.10756,-1.711,-2.0165,0.0015,24.34,34.92,24.34,41.16,33.59,16.82,0.005836,4.293,4.7557,0.053286,0.081569,1.36478,2.0,68.239,73.514,75,0,125,0.0
B0005,137,2008-05-20T11:07:23,24.0,2873.45,4.1958,3.6023,2.6992,4.1958,3.4813,1.4965,0.2296,0.0002065,-0.3327,0.10814,-1.7034,-2.0182,0.003,24.03,34.52,24.03,40.86,33.32,16.83,0.005858,4.298,4.7187,0.052931,0.082757,1.35432,2.0,67.716,72.951,75,0,125,0.0
B0005,138,2008-05-20T15:57:27,24.0,2874.03,4.1959,3.597,2.6765,4.1959,3.4804,1.5194,0.2314,0.0002084,-0.357,0.10783,-1.7036,-2.0162,0.0015,24.4,34.96,24.39,41.25,33.69,16.85,0.005864,4.309,4.7206,0.055889,0.082263,1.35464,2.0,67.732,72.968,75,0,125,0.0
B0005,139,2008-05-20T20:50:39,24.0,2874.23,4.1958,3.5923,2.6421,4.1958,3.4781,1.5537,0.2342,0.00021,-0.3968,0.10781,-1.7035,-2.0176,0.0031,24.65,35.09,24.65,41.45,33.89,16.8,0.005846,4.288,4.7189,0.058418,0.080298,1.3547,2.0,67.735,72.971,75,0,125,0.0
B0005,140,2008-05-21T01:39:38,24.0,2864.98,4.1963,3.5955,2.6447,4.1963,3.4766,1.5515,0.2343,0.0002097,-0.3904,0.10828,-1.7023,-2.0173,0.0057,24.41,34.87,24.4,41.28,33.67,16.87,0.005888,4.305,4.6966,0.056411,0.081922,1.34931,2.0,67.466,72.681,75,0,125,0.0
B0005,141,2008-05-21T06:24:27,24.0,2855.09,4.1966,3.5968,2.6323,4.1966,3.4734,1.5643,0.2357,0.0002101,-0.4043,0.1089,-1.7014,-2.0172,0.0031,24.07,34.65,24.07,41.06,33.41,16.99,0.005952,4.343,4.6737,0.05568,0.081774,1.34419,2.0,67.209,72.405,75,0,125,0.0
B0005,142,2008-05-21T11:18:06,24.0,2855.62,4.1959,3.6018,2.6391,4.1959,3.4726,1.5568,0.2348,0.000208,-0.3986,0.10946,-1.695,-2.0197,0.0018,23.87,34.45,23.87,40.99,33.3,17.12,0.005995,4.376,4.6531,0.05621,0.083281,1.33899,2.0,66.95,72.125,75,0,125,0.0
B0005,143,2008-05-21T16:10:21,24.0,2855.59,4.196,3.5993,2.6378,4.196,3.4734,1.5582,0.2348,0.0002089,-0.3976,0.10911,-1.6951,-2.0169,0.005,24.17,34.76,24.17,41.29,33.6,17.12,0.005994,4.385,4.6547,0.055795,0.08295,1.33891,2.0,66.946,72.121,75,0,125,0.0
B0005,144,2008-05-21T21:02:09,24.0,2847.44,4.1962,3.6036,2.6683,4.1962,3.4755,1.5279,0.2327,0.0002081,-0.3588,0.10921,-1.6938,-2.02,0.0025,24.29,34.68,24.28,41.23,33.62,16.94,0.00595,4.332,4.639,0.0578,0.081903,1.33401,2.0,66.7,71.856,75,0,125,0.0
B0005,145,2008-05-22T01:42:59,24.0,2847.36,4.1955,3.6059,2.649,4.1955,3.4723,1.5465,0.2341,0.0002071,-0.3879,0.10959,-1.6869,-2.0167,0.0029,24.01,34.36,24.01,41.05,33.39,17.03,0.005982,4.356,4.6149,0.055775,0.082947,1.32864,2.0,66.432,71.568,75,0,125,0.0
B0005,146,2008-05-22T06:32:40,24.0,2837.33,4.1957,3.6105,2.6641,4.1957,3.4714,1.5317,0.2333,0.0002063,-0.368,0.11045,-1.6861,-2.0164,0.0043,23.72,34.13,23.72,40.86,33.17,17.14,0.006042,4.39,4.5931,0.056559,0.082375,1.32317,2.0,66.159,71.273,75,0,125,0.0
B0005,147,2008-05-22T11:23:22,24.0,2837.28,4.1959,3.6163,2.6884,4.1959,3.4726,1.5075,0.2313,0.0002043,-0.3432,0.111,-1.6796,-2.0162,0.0023,23.58,33.97,23.56,40.79,33.11,17.21,0.006067,4.413,4.5757,0.053344,0.084486,1.31817,2.0,65.908,71.003,75,0,125,0.0
B0005,148,2008-05-22T16:17:58,24.0,2838.51,4.1953,3.6135,2.687,4.1953,3.4738,1.5084,0.2311,0.000205,-0.3405,0.1101,-1.6798,-2.0168,0.0042,23.96,34.37,23.96,41.14,33.47,17.18,0.006053,4.414,4.5793,0.056262,0.083066,1.31847,2.0,65.923,71.019,75,0,125,0.0
B0005,149,2008-05-22T20:59:50,24.0,2828.33,4.1961,3.6071,2.6508,4.1961,3.4701,1.5453,0.2343,0.0002082,-0.3752,0.11026,-1.6852,-2.0188,0.0033,23.97,34.44,23.97,41.14,33.44,17.18,0.006073,4.406,4.5754,0.053394,0.083356,1.31829,2.0,65.915,71.01,75,0,125,0.0
B0005,150,2008-05-23T12:13:16,24.0,2838.26,4.1845,3.6023,2.6646,4.1845,3.4675,1.5199,0.2299,0.0002051,-0.3807,0.11159,-1.6864,-2.0162,0.0021,23.59,33.98,23.59,40.66,33.04,17.07,0.006013,4.379,4.5918,0.058545,0.088369,1.32387,2.0,66.194,71.311,75,0,125,0.0
B0005,151,2008-05-23T20:14:29,24.0,2864.55,4.2012,3.5779,2.64,4.2012,3.4768,1.5612,0.2354,0.0002176,-0.3616,0.10824,-1.7158,-2.0217,0.0029,24.24,34.97,24.24,41.05,33.49,16.81,0.005868,4.299,4.7383,0.057849,0.080788,1.36012,2.0,68.006,73.263,75,0,125,0.0
B0005,152,2008-05-24T01:09:21,24.0,2846.39,4.1957,3.594,2.6742,4.1957,3.4759,1.5215,0.2314,0.0002114,-0.336,0.10922,-1.7007,-2.0176,0.0024,24.17,34.69,24.17,41.05,33.49,16.88,0.00593,4.321,4.6612,0.061424,0.084964,1.33953,2.0,66.977,72.154,75,0,125,0.0
B0005,153,2008-05-24T06:00:20,24.0,2837.97,4.1957,3.6043,2.6964,4.1957,3.4758,1.4993,0.2298,0.0002084,-0.3131,0.10985,-1.6928,-2.0171,0.004,23.99,34.36,23.99,40.87,33.33,16.88,0.005948,4.327,4.6213,0.059523,0.087208,1.32903,2.0,66.451,71.588,75,0,125,0.0
B0005,154,2008-05-24T10:42:50,24.0,2838.16,4.1964,3.6088,2.6928,4.1964,3.4747,1.5035,0.2303,0.000207,-0.3201,0.1102,-1.6861,-2.0166,0.0036,23.88,34.18,23.88,40.85,33.27,16.98,0.005981,4.342,4.5997,0.059262,0.087779,1.32367,2.0,66.184,71.3,75,0,125,0.0
B0005,155,2008-05-24T15:31:10,24.0,2829.84,4.1958,3.6094,2.6817,4.1958,3.4723,1.514,0.2314,0.0002072,-0.3331,0.11069,-1.685,-2.0158,0.0029,23.8,34.15,23.8,40.85,33.23,17.05,0.006026,4.373,4.5787,0.059524,0.08843,1.31863,2.0,65.932,71.028,75,0,125,0.0
B0005,156,2008-05-24T20:21:13,24.0,2829.62,4.1958,3.6149,2.6968,4.1958,3.4729,1.499,0.2301,0.0002053,-0.3195,0.11085,-1.6785,-2.0163,0.0013,23.75,33.99,23.75,40.83,33.21,17.07,0.006034,4.376,4.5601,0.059677,0.085844,1.31348,2.0,65.674,70.751,75,0,125,0.0
B0005,157,2008-05-25T01:06:49,24.0,2819.44,4.1963,3.609,2.6647,4.1963,3.4696,1.5317,0.2331,0.0002083,-0.3487,0.11101,-1.6839,-2.0168,0.0043,23.77,34.17,23.77,40.9,33.24,17.13,0.006077,4.397,4.5558,0.05976,0.086625,1.3132,2.0,65.66,70.736,75,0,125,0.0
B0005,158,2008-05-25T05:57:17,24.0,2819.58,4.1956,3.6143,2.6792,4.1956,3.47,1.5164,0.2319,0.0002062,-0.3369,0.11126,-1.6774,-2.0166,0.002,23.7,33.98,23.7,40.84,33.19,17.14,0.006081,4.398,4.5362,0.059503,0.086369,1.3078,2.0,65.39,70.445,75,0,125,0.0
B0005,159,2008-05-25T10:51:37,24.0,2810.67,4.1953,3.6178,2.7,4.1953,3.4708,1.4954,0.2304,0.0002055,-0.3117,0.11172,-1.6764,-2.0181,0.0019,23.68,33.98,23.68,40.82,33.17,17.14,0.006097,4.404,4.5195,0.059556,0.088218,1.30303,2.0,65.152,70.188,75,0,125,0.0
B0005,160,2008-05-25T15:37:08,24.0,2811.49,4.1954,3.6131,2.6663,4.1954,3.4681,1.5291,0.2329,0.0002071,-0.3478,0.11159,-1.6763,-2.0181,0.0024,23.75,34.08,23.75,40.95,33.25,17.19,0.006115,4.42,4.5181,0.059491,0.08873,1.30336,2.0,65.168,70.206,75,0,125,0.0
