battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s_scaled,v_start_scaled,v_end_scaled,v_min_scaled,v_max_scaled,v_mean_scaled,v_drop_scaled,v_std_scaled,voltage_slope_scaled,v_skew_scaled,dc_internal_resistance_scaled,i_mean_scaled,i_min_scaled,i_max_scaled,t_start_scaled,t_end_scaled,t_min_scaled,t_max_scaled,t_mean_scaled,temp_rise_scaled,temp_rise_rate_scaled,temp_std_scaled,energy_wh_scaled,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,76,2008-05-05T05:28:13,24.0,0.08544,0.71647,-0.00591,0.75336,0.71918,0.23579,-0.71991,-0.43826,0.0,0.15761,-0.2955,-0.22809,-0.53333,0.75,-0.57407,0.21203,-0.58491,-0.24166,-0.39259,-0.09611,-0.09361,-0.14132,0.17146,1.58579,2.0,79.289,85.419,75,0,125,49.0
B0005,77,2008-05-05T11:41:31,24.0,0.08437,0.81834,-0.01077,0.66537,0.82192,0.20637,-0.61881,-0.24348,0.01942,0.02198,-0.25848,-0.22556,-0.0381,0.0,-0.51852,0.13181,-0.54717,-0.33372,-0.48148,-0.20137,-0.14442,-0.20946,0.1662,1.58494,2.0,79.247,85.373,75,0,125,48.0
B0005,78,2008-05-05T20:40:08,24.0,0.08245,0.87267,-0.07678,0.77937,0.87671,0.25719,-0.73606,-0.38261,0.14369,0.29765,-0.34423,-0.28719,-0.0381,0.875,0.51852,0.52149,0.5283,-0.1496,-0.1037,-0.2746,-0.17922,-0.28013,0.19664,1.59553,2.0,79.776,85.943,75,0,125,47.0
B0005,79,2008-05-06T01:38:46,24.0,0.04209,0.67572,0.00382,0.84482,0.67808,0.21618,-0.81962,-0.52174,0.00388,0.39498,-0.25787,-0.21899,0.0381,0.3125,-0.68519,0.04585,-0.71698,-0.34292,-0.48889,-0.17391,-0.10962,-0.19054,0.144,1.57473,2.0,78.737,84.823,75,0,125,46.0
B0005,80,2008-05-06T06:37:06,24.0,0.02137,0.6961,0.03509,0.84265,0.69863,0.19033,-0.81593,-0.51478,-0.03883,0.37865,-0.20543,-0.18818,-0.53333,0.625,-1.44444,-0.09742,-1.4717,-0.41657,-0.68148,-0.05034,-0.04072,-0.08959,0.11838,1.5649,2.0,78.245,84.294,75,0,125,45.0
B0005,81,2008-05-06T11:25:21,24.0,0.023,0.71647,0.0403,0.78023,0.71918,0.17785,-0.74761,-0.4313,-0.0466,0.25746,-0.18754,-0.15787,-0.8381,0.5625,-1.25926,-0.05158,-1.30189,-0.31991,-0.56296,0.0,-0.01705,-0.04416,0.10576,1.55977,2.0,77.988,84.017,75,0,125,44.0
B0005,82,2008-05-06T16:23:36,24.0,0.01957,0.66893,0.00764,0.64413,0.67123,0.16448,-0.60635,-0.22957,0.00971,-0.0044,-0.20728,-0.15888,-0.22857,-0.125,-0.37037,0.28653,-0.37736,-0.05754,-0.2,0.03661,0.00383,-0.02145,0.10493,1.55948,2.0,77.974,84.002,75,0,125,43.0
B0005,83,2008-05-06T21:21:49,24.0,0.00108,0.68251,0.01529,0.71131,0.68493,0.17517,-0.67698,-0.28522,0.00777,0.15824,-0.22455,-0.15534,-1.25714,2.3125,0.25926,0.34957,0.26415,-0.01151,-0.02222,-0.07323,-0.04141,-0.09211,0.0951,1.55469,2.0,77.734,83.744,75,0,125,42.0
B0005,84,2008-05-07T02:17:25,24.0,-0.00108,0.66214,0.02224,0.58691,0.66438,0.14397,-0.54541,-0.11826,-0.00388,-0.08917,-0.21283,-0.12402,-3.35238,-0.25,0.03704,0.23496,0.03774,-0.02071,-0.08889,-0.03204,-0.01844,-0.05804,0.0788,1.54887,2.0,77.444,83.43,75,0,125,41.0
B0005,85,2008-05-07T07:04:02,24.0,-0.04474,0.73005,0.05455,0.72779,0.73288,0.14308,-0.69083,-0.27826,-0.03107,0.2022,-0.16841,-0.11594,-0.38095,1.25,-0.35185,0.08023,-0.35849,-0.13119,-0.25926,-0.04577,-0.00383,-0.08076,0.05362,1.53824,2.0,76.912,82.857,75,0,125,40.0
B0005,86,2008-05-07T12:01:49,24.0,-0.06617,0.64177,0.09311,0.81491,0.64384,0.12971,-0.79008,-0.40348,-0.09903,0.35667,-0.13263,-0.08209,-1.6,-0.1875,-0.96296,-0.14327,-0.98113,-0.25086,-0.44444,-0.00915,0.02401,-0.03407,0.02813,1.52791,2.0,76.396,82.301,75,0,125,39.0
B0005,87,2008-05-07T16:59:29,24.0,-0.06463,0.63497,0.05976,0.63199,0.63699,0.10564,-0.59573,-0.16,-0.03883,0.00314,-0.13942,-0.08462,-0.19048,0.25,-0.62963,0.11461,-0.64151,-0.04373,-0.22222,0.10984,0.08317,0.05804,0.02806,1.52853,2.0,76.426,82.334,75,0,125,38.0
B0005,88,2008-05-07T21:56:09,24.0,-0.06517,0.66214,0.09624,0.86433,0.66438,0.14397,-0.84132,-0.46609,-0.10291,0.48352,-0.1678,-0.05128,-0.30476,0.3125,0.09259,0.149,0.09434,0.03913,0.00741,0.01373,0.03515,-0.00883,0.0183,1.52265,2.0,76.132,82.018,75,0,125,37.0
B0005,89,2008-05-08T02:53:49,24.0,-0.0871,0.67572,0.10041,0.873,0.67808,0.13773,-0.84962,-0.45913,-0.09709,0.51303,-0.16595,-0.04824,-0.57143,0.8125,0.2037,0.17765,0.20755,0.06214,0.05185,0.01373,0.04489,0.00126,0.00593,1.51749,2.0,75.874,81.74,75,0,125,36.0
B0005,90,2008-05-09T12:25:07,24.0,0.21604,2.35314,0.02085,0.85696,2.36986,0.24382,-0.71806,-0.00696,0.02718,0.90738,-0.18137,-0.18414,-0.34286,-0.125,-0.12963,0.32665,-0.15094,-0.03452,-0.08889,0.00458,-0.10614,-0.0429,0.21782,1.60582,2.0,80.291,86.498,75,0,125,35.0
B0005,91,2008-05-09T20:28:09,24.0,-0.00743,0.82513,-0.08721,0.58388,0.82877,0.19122,-0.5311,-0.02783,0.21165,-0.0314,-0.34423,-0.21697,-0.57143,0.75,1.0,0.75645,1.0,0.16341,0.26667,-0.0778,-0.04002,-0.10978,0.12034,1.56385,2.0,78.192,84.237,75,0,125,34.0
B0005,92,2008-05-10T01:21:56,24.0,-0.02798,0.6893,-0.03162,0.59341,0.69178,0.16537,-0.55141,-0.09043,0.11068,0.00565,-0.28624,-0.1508,0.0381,0.0,1.01852,0.60745,1.03774,0.18642,0.27407,-0.06407,-0.02192,-0.0795,0.08134,1.54809,2.0,77.405,83.388,75,0,125,33.0
B0005,93,2008-05-10T06:18:12,24.0,-0.04758,0.6893,0.05837,0.88427,0.69178,0.18052,-0.8607,-0.52174,-0.04078,0.59215,-0.25355,-0.08563,-0.45714,0.0,0.57407,0.26934,0.56604,0.05293,0.12593,-0.08696,-0.0254,-0.0795,0.04563,1.53238,2.0,76.619,82.542,75,0,125,32.0
B0005,94,2008-05-10T11:16:04,24.0,-0.07025,0.65535,0.03579,0.60425,0.65753,0.1199,-0.56526,-0.10435,0.00971,0.02198,-0.21838,-0.08209,-0.68571,0.9375,0.14815,0.25215,0.11321,0.05754,0.02222,0.02746,0.0428,-0.00883,0.02756,1.52695,2.0,76.348,82.25,75,0,125,31.0
B0005,95,2008-05-10T16:11:56,24.0,-0.08973,0.66214,0.07921,0.7681,0.66438,0.12793,-0.73883,-0.34087,-0.05825,0.35667,-0.18754,-0.04774,-0.19048,-0.3125,-0.07407,0.10888,-0.07547,0.0069,-0.04444,0.03204,0.05533,0.00505,0.00485,1.51696,2.0,75.848,81.711,75,0,125,30.0
B0005,96,2008-05-10T21:07:54,24.0,-0.11106,0.65535,0.07296,0.69224,0.65753,0.10653,-0.65851,-0.2087,-0.03495,0.20408,-0.18322,-0.04471,-0.87619,0.625,0.03704,0.17765,0.03774,0.07135,0.01481,0.06407,0.08317,0.03785,-0.00859,1.5119,2.0,75.595,81.439,75,0,125,29.0
B0005,97,2008-05-11T02:05:21,24.0,-0.11147,0.64177,0.09103,0.70394,0.64384,0.10029,-0.6719,-0.22957,-0.06796,0.23673,-0.15916,-0.0149,-1.67619,0.8125,0.07407,0.11461,0.07547,0.08055,0.04444,0.06407,0.08248,0.03533,-0.02153,1.50656,2.0,75.328,81.151,75,0,125,28.0
B0005,98,2008-05-11T06:55:27,24.0,-0.13202,0.65535,0.08338,0.61508,0.65753,0.07889,-0.57634,-0.08348,-0.04078,0.07849,-0.15238,-0.00985,-0.45714,0.1875,0.12963,0.16046,0.13208,0.12198,0.07407,0.09153,0.10823,0.05552,-0.03479,1.50155,2.0,75.077,80.881,75,0,125,27.0
B0005,99,2008-05-11T11:52:47,24.0,-0.15425,0.6146,0.13515,0.88903,0.61644,0.10564,-0.87086,-0.48,-0.12816,0.60094,-0.13695,0.02501,-2.4,0.625,0.07407,0.01719,0.07547,0.06674,0.05185,0.05492,0.09988,0.03912,-0.05768,1.49084,2.0,74.542,80.305,75,0,125,26.0
B0005,100,2008-05-11T16:49:58,24.0,-0.15247,0.62818,0.14905,0.8834,0.63014,0.09851,-0.86394,-0.46609,-0.1534,0.58776,-0.12585,0.05633,-0.64762,-0.6875,0.14815,-0.01146,0.15094,0.10357,0.1037,0.06407,0.10475,0.053,-0.06967,1.48587,2.0,74.293,80.037,75,0,125,25.0
B0005,101,2008-05-11T21:47:12,24.0,-0.17497,0.62139,0.14801,0.85306,0.62329,0.08335,-0.83162,-0.40348,-0.13981,0.52873,-0.10611,0.06188,-0.87619,0.5625,0.12963,0.0,0.13208,0.12198,0.11111,0.09153,0.12981,0.07066,-0.08362,1.48041,2.0,74.021,79.743,75,0,125,24.0
B0005,102,2008-05-12T02:36:58,24.0,-0.19777,0.64177,0.15148,0.84872,0.64384,0.07355,-0.82562,-0.37565,-0.1301,0.54066,-0.09007,0.0634,-0.38095,0.375,0.11111,0.0,0.11321,0.12658,0.11111,0.10069,0.14651,0.08202,-0.09643,1.47521,2.0,73.76,79.462,75,0,125,23.0
B0005,103,2008-05-12T12:56:34,24.0,-0.17558,0.28862,0.08929,0.61162,0.28767,0.02986,-0.59758,-0.10435,-0.06214,0.10487,-0.10734,0.02753,-0.30476,-0.1875,0.27778,0.15473,0.28302,0.19102,0.16296,0.12357,0.14651,0.10726,-0.07512,1.4859,2.0,74.295,80.038,75,0,125,22.0
B0005,104,2008-05-12T18:59:59,24.0,-0.15636,0.98812,0.05802,0.71565,0.99315,0.10475,-0.66036,-0.13217,0.05243,0.42637,-0.1826,-0.00733,-1.67619,1.3125,1.61111,0.5043,1.62264,0.38435,0.6,-0.01373,0.06717,-0.01767,-0.04309,1.49609,2.0,74.805,80.587,75,0,125,21.0
B0005,105,2008-05-12T23:53:17,24.0,-0.19888,0.66214,0.0886,0.65106,0.66438,0.05928,-0.6142,-0.08348,-0.01165,0.23359,-0.14312,0.03157,-0.72381,0.75,1.22222,0.40115,1.24528,0.38435,0.51111,0.08238,0.13677,0.06435,-0.08311,1.4808,2.0,74.04,79.764,75,0,125,20.0
B0005,106,2008-05-13T04:35:25,24.0,-0.22133,0.66214,0.12959,0.76983,0.66438,0.06107,-0.74022,-0.25043,-0.07379,0.46217,-0.10919,0.06744,-0.64762,-0.5625,0.92593,0.21777,0.92453,0.3107,0.41481,0.08238,0.15069,0.07192,-0.10899,1.46975,2.0,73.488,79.169,75,0,125,19.0
B0005,107,2008-05-13T09:24:04,24.0,-0.28825,0.26825,0.13307,0.71695,0.26712,0.0156,-0.7116,-0.24348,-0.07961,0.27943,-0.06354,0.08007,-4.34286,2.3125,0.46296,0.12034,0.4717,0.24166,0.25185,0.12815,0.20776,0.10978,-0.14945,1.4539,2.0,72.695,78.315,75,0,125,18.0
B0005,108,2008-05-13T14:20:24,24.0,-0.24342,0.59423,0.17823,0.84092,0.59589,0.03878,-0.821,-0.36174,-0.15922,0.55447,-0.04318,0.13311,-0.41905,-0.0625,0.35185,-0.02865,0.35849,0.24626,0.27407,0.16018,0.2001,0.13123,-0.14768,1.45415,2.0,72.707,78.328,75,0,125,17.0
B0005,109,2008-05-13T19:04:20,24.0,-0.26257,0.63497,0.13411,0.62115,0.63699,0.01114,-0.58419,-0.02783,-0.06019,0.19278,-0.06477,0.10533,-0.34286,0.625,0.98148,0.26361,0.96226,0.41197,0.4963,0.16934,0.2175,0.14511,-0.14698,1.45502,2.0,72.751,78.375,75,0,125,16.0
B0005,110,2008-05-13T23:59:26,24.0,-0.26331,0.55348,0.1494,0.65323,0.55479,0.00936,-0.62389,-0.09043,-0.09709,0.23736,-0.05799,0.13968,-0.64762,0.9375,1.22222,0.25215,1.24528,0.47641,0.6,0.17391,0.2175,0.14132,-0.16074,1.44904,2.0,72.452,78.053,75,0,125,15.0
B0005,111,2008-05-14T04:55:57,24.0,-0.28403,0.60102,0.20047,0.88253,0.60274,0.02452,-0.86486,-0.38957,-0.1767,0.64867,-0.00494,0.17605,-4.91429,1.3125,0.74074,-0.04011,0.73585,0.3107,0.4,0.12815,0.20706,0.11609,-0.18459,1.43867,2.0,71.934,77.494,75,0,125,14.0
B0005,112,2008-05-14T09:52:22,24.0,-0.30747,0.58744,0.20186,0.86042,0.58904,0.00758,-0.84224,-0.35478,-0.16699,0.62355,0.01357,0.17757,-3.35238,-0.25,0.37037,-0.06877,0.35849,0.27388,0.3037,0.18764,0.24952,0.16782,-0.1981,1.43345,2.0,71.672,77.213,75,0,125,13.0
B0005,113,2008-05-14T14:35:22,24.0,-0.30752,0.60102,0.1758,0.66753,0.60274,-0.01738,-0.63589,-0.09043,-0.1165,0.29137,-0.00679,0.17808,-0.30476,0.0,0.85185,0.11461,0.84906,0.43498,0.51111,0.22883,0.2704,0.18801,-0.19956,1.4334,2.0,71.67,77.21,75,0,125,12.0
B0005,114,2008-05-14T19:31:39,24.0,-0.30735,0.5399,0.19873,0.81838,0.5411,0.00579,-0.80069,-0.30609,-0.16505,0.56201,-0.00925,0.21142,-0.53333,0.375,1.37037,0.14327,1.39623,0.50863,0.68889,0.16934,0.24047,0.14637,-0.20983,1.42806,2.0,71.403,76.923,75,0,125,11.0
B0005,115,2008-05-15T00:27:55,24.0,-0.32902,0.58065,0.20464,0.82618,0.58219,-0.00579,-0.80623,-0.29217,-0.15922,0.57959,0.00494,0.21647,-3.1619,-0.1875,1.12963,0.0745,1.15094,0.458,0.6,0.17391,0.25509,0.16278,-0.22277,1.42292,2.0,71.146,76.646,75,0,125,10.0
B0005,116,2008-05-15T05:24:04,24.0,-0.35104,0.5399,0.20568,0.76073,0.5411,-0.03254,-0.7393,-0.19478,-0.1534,0.47096,0.04935,0.22203,-0.26667,1.0,0.72222,-0.01719,0.73585,0.39816,0.46667,0.21968,0.29128,0.19937,-0.23805,1.41743,2.0,70.871,76.35,75,0,125,9.0
B0005,117,2008-05-15T10:20:03,24.0,-0.37204,0.56706,0.20985,0.73559,0.56849,-0.05304,-0.71068,-0.14609,-0.14563,0.43768,0.08513,0.22455,-1.37143,0.5625,0.31481,-0.08023,0.30189,0.35673,0.35556,0.27918,0.33304,0.24858,-0.25143,1.41241,2.0,70.62,76.08,75,0,125,8.0
B0005,118,2008-05-15T15:10:59,24.0,-0.37363,0.58744,0.18831,0.60555,0.58904,-0.06641,-0.5708,0.02087,-0.10291,0.23297,0.06169,0.22354,-0.7619,-0.4375,0.7963,0.09742,0.81132,0.49482,0.54815,0.29748,0.34488,0.26498,-0.25143,1.41258,2.0,70.629,76.089,75,0,125,7.0
B0005,119,2008-05-15T19:56:47,24.0,-0.37142,0.58065,0.21471,0.82098,0.58219,-0.02541,-0.80069,-0.27826,-0.1534,0.6135,0.03578,0.25587,-0.64762,0.375,1.55556,0.16046,1.54717,0.58688,0.79259,0.20137,0.29198,0.19432,-0.25917,1.4076,2.0,70.38,75.821,75,0,125,6.0
B0005,120,2008-05-16T16:54:59,24.0,-0.33195,0.07131,0.12786,0.71782,0.06849,-0.02897,-0.72545,-0.22957,-0.06214,0.41005,-0.02899,0.14979,-0.38095,1.1875,1.7963,0.26361,1.83019,0.4626,0.67407,0.01831,0.17574,0.07319,-0.19924,1.43339,2.0,71.67,77.21,75,0,125,5.0
B0005,121,2008-05-16T21:37:39,24.0,-0.30965,0.87267,0.11396,0.67447,0.87671,0.00669,-0.62481,-0.0487,0.02913,0.48163,-0.05305,0.14726,-3.61905,0.375,1.88889,0.38968,1.92453,0.55006,0.80741,0.08238,0.19732,0.08959,-0.18376,1.43826,2.0,71.913,77.472,75,0,125,4.0
B0005,122,2008-05-17T02:32:13,24.0,-0.35189,0.58744,0.18935,0.86389,0.58904,-0.00847,-0.84593,-0.36174,-0.1165,0.74788,0.01049,0.22051,-0.41905,1.0625,1.22222,0.02865,1.22642,0.39356,0.57037,0.09153,0.22446,0.1123,-0.23488,1.41735,2.0,70.868,76.346,75,0,125,3.0
B0005,123,2008-05-17T07:25:19,24.0,-0.37213,0.58744,0.21923,0.87863,0.58904,-0.02897,-0.86163,-0.37565,-0.16311,0.7573,0.06046,0.2584,-0.30476,0.5625,0.53704,-0.20057,0.5283,0.28769,0.35556,0.15561,0.26971,0.16278,-0.26146,1.40698,2.0,70.349,75.787,75,0,125,2.0
B0005,124,2008-05-17T12:21:15,24.0,-0.39749,0.57385,0.21888,0.80754,0.57534,-0.05572,-0.78684,-0.26435,-0.14757,0.62983,0.09192,0.26295,-0.41905,0.1875,0.2963,-0.2063,0.28302,0.3015,0.31111,0.22883,0.32121,0.21577,-0.27712,1.4012,2.0,70.06,75.476,75,0,125,1.0
B0005,125,2008-05-17T17:15:37,24.0,-0.3941,0.54669,0.22722,0.75899,0.54795,-0.07087,-0.73699,-0.2087,-0.16893,0.52998,0.12091,0.29528,-0.49524,1.8125,0.25926,-0.26361,0.24528,0.31991,0.31852,0.25629,0.33444,0.23596,-0.28898,1.3967,2.0,69.835,75.234,75,0,125,0.0
B0005,126,2008-05-17T22:10:51,24.0,-0.44007,0.5399,0.22201,0.76853,0.5411,-0.08335,-0.74761,-0.18783,-0.13204,0.57959,0.13202,0.27153,0.0,0.375,0.16667,-0.2063,0.16981,0.3107,0.3037,0.27002,0.36715,0.26372,-0.30211,1.39128,2.0,69.564,74.942,75,0,125,0.0
B0005,127,2008-05-18T03:05:19,24.0,-0.43779,0.51273,0.23104,0.72345,0.5137,-0.09762,-0.70144,-0.14609,-0.1534,0.4854,0.14004,0.30487,-0.64762,0.375,0.09259,-0.2808,0.09434,0.3153,0.28889,0.29291,0.37968,0.26877,-0.3153,1.38623,2.0,69.311,74.669,75,0,125,0.0
B0005,128,2008-05-18T08:00:50,24.0,-0.43824,0.49236,0.25015,0.75163,0.49315,-0.10386,-0.73329,-0.18783,-0.19223,0.51743,0.16286,0.33822,-0.11429,0.0,-0.12963,-0.42407,-0.13208,0.26928,0.21481,0.29748,0.38176,0.27634,-0.32963,1.38044,2.0,69.022,74.357,75,0,125,0.0
B0005,129,2008-05-18T12:44:48,24.0,-0.46088,0.56027,0.26058,0.82185,0.56164,-0.10029,-0.803,-0.25739,-0.19029,0.66813,0.18507,0.34276,-0.0381,0.3125,-0.25926,-0.44126,-0.26415,0.24166,0.17778,0.30206,0.39777,0.2877,-0.34143,1.37524,2.0,68.762,74.077,75,0,125,0.0
B0005,130,2008-05-18T17:36:29,24.0,-0.48157,0.41766,0.25015,0.71131,0.41781,-0.1306,-0.69544,-0.12522,-0.17282,0.45714,0.21345,0.34731,-0.07619,2.0,-0.24074,-0.40688,-0.24528,0.28308,0.20741,0.34325,0.42979,0.32303,-0.35456,1.37051,2.0,68.526,73.823,75,0,125,0.0
B0005,131,2008-05-18T22:31:45,24.0,-0.48074,0.51952,0.24216,0.61899,0.52055,-0.14575,-0.59019,0.01391,-0.14951,0.34223,0.22394,0.34731,-0.19048,-0.3125,-0.18519,-0.37249,-0.18868,0.32911,0.24444,0.37986,0.44789,0.34196,-0.3557,1.37051,2.0,68.525,73.823,75,0,125,0.0
B0005,132,2008-05-19T03:27:07,24.0,-0.48143,0.49915,0.26092,0.68054,0.5,-0.14486,-0.65666,-0.06957,-0.18641,0.42449,0.23257,0.38116,0.22857,0.5,-0.33333,-0.48138,-0.33962,0.29689,0.2,0.37986,0.44997,0.34574,-0.36934,1.36474,2.0,68.237,73.512,75,0,125,0.0
B0005,133,2008-05-19T15:34:33,24.0,-0.46083,-0.11205,0.22305,0.7889,0.0137,-0.1101,-0.81362,-0.32696,-0.18641,0.60408,0.15731,0.34377,0.19048,0.4375,0.98148,-0.13754,1.0,0.43959,0.57037,0.1968,0.3407,0.22839,-0.34042,1.37539,2.0,68.77,74.086,75,0,125,0.0
B0005,134,2008-05-19T20:59:48,24.0,-0.4381,0.81834,0.21298,0.86909,0.82192,-0.05483,-0.83578,-0.29217,-0.08738,0.90549,0.10302,0.30538,0.15238,0.25,1.2037,-0.03438,1.22642,0.49942,0.67407,0.20137,0.32956,0.19937,-0.31042,1.38611,2.0,69.306,74.663,75,0,125,0.0
B0005,135,2008-05-20T01:16:42,24.0,-0.46074,0.67572,0.25467,0.8795,0.67808,-0.07979,-0.85701,-0.34783,-0.16893,0.83705,0.17397,0.37611,0.07619,-0.125,0.72222,-0.24069,0.73585,0.458,0.56296,0.27918,0.38455,0.25994,-0.35101,1.36985,2.0,68.493,73.787,75,0,125,0.0
B0005,136,2008-05-20T06:12:06,24.0,-0.48131,0.50594,0.2439,0.64196,0.50685,-0.14308,-0.61512,-0.03478,-0.1534,0.41758,0.20728,0.38116,-0.11429,-0.125,0.27778,-0.29799,0.28302,0.458,0.45185,0.38902,0.45554,0.35079,-0.36807,1.36478,2.0,68.239,73.514,75,0,125,0.0
B0005,137,2008-05-20T11:07:23,24.0,-0.50399,0.51273,0.28906,0.88773,0.5137,-0.12079,-0.87686,-0.35478,-0.22718,0.81381,0.24306,0.41955,-0.7619,0.8125,-0.2963,-0.52722,-0.30189,0.31991,0.25185,0.39359,0.47085,0.3571,-0.39153,1.35432,2.0,67.716,72.951,75,0,125,0.0
B0005,138,2008-05-20T15:57:27,24.0,-0.50262,0.51952,0.27065,0.78934,0.52055,-0.12882,-0.77115,-0.22957,-0.19029,0.66122,0.22394,0.41854,0.0,-0.125,0.38889,-0.27507,0.37736,0.49942,0.52593,0.40275,0.47503,0.37098,-0.39033,1.35464,2.0,67.732,72.968,75,0,125,0.0
B0005,139,2008-05-20T20:50:39,24.0,-0.50215,0.51273,0.25432,0.64023,0.5137,-0.14932,-0.61281,-0.03478,-0.15922,0.4113,0.2227,0.41905,-0.53333,0.875,0.85185,-0.20057,0.86792,0.59148,0.67407,0.37986,0.4625,0.34448,-0.39141,1.3547,2.0,67.735,72.971,75,0,125,0.0
B0005,140,2008-05-21T01:39:38,24.0,-0.52407,0.54669,0.26544,0.6515,0.54795,-0.16269,-0.62297,-0.02783,-0.16505,0.45149,0.2517,0.42511,-0.41905,2.5,0.40741,-0.32665,0.39623,0.51323,0.51111,0.4119,0.49173,0.36593,-0.40555,1.34931,2.0,67.466,72.681,75,0,125,0.0
B0005,141,2008-05-21T06:24:27,24.0,-0.54751,0.56706,0.26996,0.59775,0.56849,-0.19122,-0.56388,0.06957,-0.15728,0.36421,0.28994,0.42965,-0.38095,0.875,-0.22222,-0.45272,-0.22642,0.41197,0.31852,0.46682,0.53628,0.41388,-0.42007,1.34419,2.0,67.209,72.405,75,0,125,0.0
B0005,142,2008-05-21T11:18:06,24.0,-0.54626,0.51952,0.28733,0.62722,0.52055,-0.19835,-0.5985,0.00696,-0.19806,0.4,0.32449,0.46199,-1.33333,0.0625,-0.59259,-0.56734,-0.60377,0.37975,0.23704,0.52632,0.56621,0.45552,-0.43314,1.33899,2.0,66.95,72.125,75,0,125,0.0
B0005,143,2008-05-21T16:10:21,24.0,-0.54633,0.52632,0.27864,0.62159,0.5274,-0.19122,-0.59204,0.00696,-0.18058,0.40628,0.3029,0.46148,-0.26667,2.0625,-0.03704,-0.38968,-0.03774,0.51784,0.45926,0.52632,0.56551,0.46688,-0.43212,1.33891,2.0,66.946,72.121,75,0,125,0.0
B0005,144,2008-05-21T21:02:09,24.0,-0.56565,0.5399,0.29358,0.75379,0.5411,-0.1725,-0.73191,-0.13913,-0.19612,0.64992,0.30907,0.46805,-1.44762,0.5,0.18519,-0.43553,0.16981,0.49022,0.47407,0.44394,0.53489,0.4,-0.44208,1.33401,2.0,66.7,71.856,75,0,125,0.0
B0005,145,2008-05-22T01:42:59,24.0,-0.56584,0.49236,0.30157,0.67013,0.49315,-0.20103,-0.64605,-0.04174,-0.21553,0.46719,0.33251,0.5029,-0.19048,0.75,-0.33333,-0.61891,-0.33962,0.40736,0.3037,0.48513,0.55716,0.43028,-0.45736,1.32864,2.0,66.432,71.568,75,0,125,0.0
B0005,146,2008-05-22T06:32:40,24.0,-0.58961,0.50594,0.31755,0.73559,0.50685,-0.20905,-0.71437,-0.09739,-0.23107,0.59215,0.38556,0.50695,-0.07619,1.625,-0.87037,-0.75072,-0.88679,0.31991,0.14074,0.53547,0.59892,0.47319,-0.47119,1.32317,2.0,66.159,71.273,75,0,125,0.0
B0005,147,2008-05-22T11:23:22,24.0,-0.58973,0.51952,0.33771,0.84092,0.52055,-0.19835,-0.82608,-0.23652,-0.2699,0.74788,0.41949,0.53978,0.0,0.375,-1.12963,-0.84241,-1.18868,0.28769,0.0963,0.56751,0.61632,0.50221,-0.48223,1.31817,2.0,65.908,71.003,75,0,125,0.0
B0005,148,2008-05-22T16:17:58,24.0,-0.58681,0.47878,0.32798,0.83485,0.47945,-0.18765,-0.82193,-0.25043,-0.25631,0.76484,0.36397,0.53877,-0.22857,1.5625,-0.42593,-0.61318,-0.43396,0.44879,0.36296,0.55378,0.60658,0.50347,-0.47994,1.31847,2.0,65.923,71.019,75,0,125,0.0
B0005,149,2008-05-22T20:59:50,24.0,-0.61094,0.53311,0.30574,0.67794,0.53425,-0.22064,-0.65159,-0.02783,-0.19417,0.54694,0.37384,0.51149,-0.99048,1.0,-0.40741,-0.57307,-0.41509,0.44879,0.34074,0.55378,0.6205,0.49338,-0.48242,1.31829,2.0,65.915,71.01,75,0,125,0.0
B0005,150,2008-05-23T12:13:16,24.0,-0.58741,-0.25467,0.28906,0.73775,-0.26027,-0.24382,-0.76884,-0.33391,-0.25437,0.5124,0.45589,0.50543,0.0,0.25,-1.11111,-0.83668,-1.13208,0.22785,0.04444,0.50343,0.57874,0.45931,-0.47202,1.32387,2.0,66.194,71.311,75,0,125,0.0
B0005,151,2008-05-23T20:14:29,24.0,-0.52509,0.87946,0.20429,0.63112,0.88356,-0.16091,-0.57819,0.0487,-0.01165,0.63234,0.24923,0.35691,-2.09524,0.75,0.09259,-0.26934,0.09434,0.40736,0.37778,0.38444,0.47781,0.35836,-0.3791,1.36012,2.0,68.006,73.263,75,0,125,0.0
B0005,152,2008-05-24T01:09:21,24.0,-0.56814,0.50594,0.26023,0.77937,0.50685,-0.16893,-0.76145,-0.22957,-0.13204,0.79309,0.30969,0.43319,-0.53333,0.4375,-0.03704,-0.4298,-0.03774,0.40736,0.37778,0.41648,0.52097,0.38612,-0.428,1.33953,2.0,66.977,72.154,75,0,125,0.0
B0005,153,2008-05-24T06:00:20,24.0,-0.58809,0.50594,0.29601,0.8756,0.50685,-0.16982,-0.86394,-0.34087,-0.19029,0.93689,0.34855,0.4731,-0.34286,1.4375,-0.37037,-0.61891,-0.37736,0.32451,0.25926,0.41648,0.5335,0.39369,-0.45331,1.32903,2.0,66.451,71.588,75,0,125,0.0
B0005,154,2008-05-24T10:42:50,24.0,-0.58764,0.55348,0.31165,0.85999,0.55479,-0.17963,-0.84455,-0.30609,-0.21748,0.89294,0.37014,0.50695,-0.15238,1.1875,-0.57407,-0.72206,-0.58491,0.3153,0.21481,0.46224,0.55646,0.41262,-0.467,1.32367,2.0,66.184,71.3,75,0,125,0.0
